AaB,Brøndby IF,2,1
Randers FC,Silkeborg IF,1,0
FC Nordsjælland,FC København,2,2
OB,AGF,0,1
FC Midtjylland,AC Horsens,3,0
Lyngby BK,Viborg FF,1,2
