AaB,OB,1,0
Brøndby IF,FC Midtjylland,2,1
FC Nordsjælland,FC København,2,2
Lyngby BK,Silkeborg IF,1,1
AGF,Randers FC,3,1
AC Horsens,Viborg FF,1,2
