AaB,Brøndby IF,1,2
FC Nordsjælland,Viborg FF,2,0
OB,Randers FC,1,0
Lyngby BK,Silkeborg IF,1,1
AGF,FC Midtjylland,1,2
AC Horsens,FC København,0,2
