AaB,Lyngby BK,1,0
Brøndby IF,FC Nordsjælland,2,1
OB,FC København,0,2
AGF,Silkeborg IF,2,0
AC Horsens,Viborg FF,1,2
Randers FC,FC Midtjylland,0,1
