AaB,FC Nordsjælland,1,1
Brøndby IF,Silkeborg IF,2,0
Lyngby BK,AC Horsens,1,1
AGF,Randers FC,2,1
OB,Viborg FF,1,1
FC Midtjylland,FC København,1,1
