AaB,FC København,1,2
Brøndby IF,Viborg FF,3,0
Lyngby BK,AGF,0,1
OB,AC Horsens,1,0
FC Nordsjælland,Randers FC,3,1
Silkeborg IF,FC Midtjylland,0,1
