AaB,FC København,1,2
Brøndby IF,FC Nordsjælland,2,1
Lyngby BK,AC Horsens,1,0
AGF,Silkeborg IF,2,1
OB,FC Midtjylland,0,2
Viborg FF,Randers FC,1,1
