AaB,Randers FC,1,1
Brøndby IF,AGF,3,1
FC Nordsjælland,FC Midtjylland,2,1
Lyngby BK,FC København,0,2
OB,Silkeborg IF,0,1
AC Horsens,Viborg FF,1,2
