AaB,OB,1,0
Brøndby IF,FC Midtjylland,2,1
FC Nordsjælland,FC København,2,2
Lyngby BK,Viborg FF,0,1
AGF,Randers FC,3,1
AC Horsens,Silkeborg IF,1,1
