AaB,Brøndby IF,1,2
FC Midtjylland,AC Horsens,3,0
Lyngby BK,Viborg FF,0,2
OB,AGF,0,1
FC Nordsjælland,Silkeborg IF,2,0
Randers FC,FC København,0,3
