AaB,AC Horsens,2,0
Brøndby IF,Randers FC,2,0
FC Nordsjælland,AGF,2,1
Lyngby BK,FC København,0,2
OB,Viborg FF,1,0
Silkeborg IF,FC Midtjylland,0,1
