AaB,FC København,1,2
Brøndby IF,FC Nordsjælland,2,1
Lyngby BK,AGF,0,3
OB,FC Midtjylland,0,2
Silkeborg IF,Viborg FF,0,1
AC Horsens,Randers FC,0,2
