AaB,AGF,1,2
Brøndby IF,OB,3,0
FC Nordsjælland,Randers FC,3,1
Lyngby BK,AC Horsens,1,0
FC Midtjylland,FC København,2,1
Silkeborg IF,Viborg FF,0,1
