AaB,Lyngby BK,1,0
Brøndby IF,FC København,2,2
FC Nordsjælland,AGF,2,1
OB,Randers FC,1,0
FC Midtjylland,Silkeborg IF,2,0
AC Horsens,Viborg FF,0,1
