AaB,FC Midtjylland,1,1
FC Nordsjælland,Viborg FF,2,0
OB,Randers FC,1,0
Brøndby IF,AC Horsens,2,0
Lyngby BK,AGF,0,3
Silkeborg IF,FC København,0,2
