AaB,OB,1,0
Brøndby IF,FC Midtjylland,2,1
FC Nordsjælland,Silkeborg IF,2,1
Lyngby BK,Randers FC,0,2
AGF,FC København,1,2
AC Horsens,Viborg FF,1,2
